year,round,branch,category,quota,opening_rank,closing_rank
2023,Round 2,BIO CHEMICAL ENGG.,BC,All India,85029,85029
2023,Round 2,BIO CHEMICAL ENGG.,OPEN,All India,56964,56964
2023,Round 2,BIO CHEMICAL ENGG.,SC,All India,206280,206280
2023,Round 2,BIO CHEMICAL ENGG.,BC(GIRL),Home State,93386,95693
2023,Round 2,BIO CHEMICAL ENGG.,BC,Home State,82212,89375
2023,Round 2,BIO CHEMICAL ENGG.,EWS(GIRL),Home State,82251,82251
2023,Round 2,BIO CHEMICAL ENGG.,EWS,Home State,77845,88029
2023,Round 2,BIO CHEMICAL ENGG.,OPEN(AF),Home State,103706,103706
2023,Round 2,BIO CHEMICAL ENGG.,OPEN GIRL,Home State,70851,82221
2023,Round 2,BIO CHEMICAL ENGG.,OPEN,Home State,65849,77653
2023,Round 2,BIO CHEMICAL ENGG.,SC(AF),Home State,735493,735493
2023,Round 2,BIO CHEMICAL ENGG.,SC(GIRL),Home State,271016,296524
2023,Round 2,BIO CHEMICAL ENGG.,SC,Home State,202946,232519
2023,Round 2,BIO CHEMICAL ENGG.,ST,Home State,665018,665018
2023,Round 2,BIO CHEMICAL ENGG. (FW),OPEN (TF),Home State,73131,78384
2023,Round 2,OIL TECHNOLOGY,BC,All India,79717,79717
2023,Round 2,OIL TECHNOLOGY,OPEN,All India,61738,61738
2023,Round 2,OIL TECHNOLOGY,SC,All India,238016,238016
2023,Round 2,OIL TECHNOLOGY,BC(AF),Home State,156933,156933
2023,Round 2,OIL TECHNOLOGY,BC(GIRL),Home State,114225,122579
2023,Round 2,OIL TECHNOLOGY,BC,Home State,88633,103691
2023,Round 2,OIL TECHNOLOGY,EWS(GIRL),Home State,94582,94582
2023,Round 2,OIL TECHNOLOGY,EWS,Home State,86947,94281
2023,Round 2,OIL TECHNOLOGY,OPEN(AF),Home State,106371,144772
2023,Round 2,OIL TECHNOLOGY,OPEN GIRL,Home State,82353,92927
2023,Round 2,OIL TECHNOLOGY,OPEN,Home State,70299,86671
2023,Round 2,OIL TECHNOLOGY,SC(AF),Home State,1066949,1066949
2023,Round 2,OIL TECHNOLOGY,SC(GIRL),Home State,301655,308910
2023,Round 2,OIL TECHNOLOGY,SC,Home State,221881,246882
2023,Round 2,OIL TECHNOLOGY,ST,Home State,524636,524636
2023,Round 2,OIL TECHNOLOGY (FW),OPEN (TF),Home State,78090,86707
2023,Round 2,PLASTIC TECHNOLOGY,BC(AF),Home State,159868,159868
2023,Round 2,PLASTIC TECHNOLOGY,BC(GIRL),Home State,109053,111615
2023,Round 2,PLASTIC TECHNOLOGY,BC,Home State,87079,94685
2023,Round 2,PLASTIC TECHNOLOGY,EWS(GIRL),Home State,88002,88002
2023,Round 2,PLASTIC TECHNOLOGY,EWS,Home State,86995,91616
2023,Round 2,PLASTIC TECHNOLOGY,OPEN(AF),Home State,155183,155183
2023,Round 2,PLASTIC TECHNOLOGY,OPEN GIRL,Home State,83067,84944
2023,Round 2,PLASTIC TECHNOLOGY,OPEN,Home State,72192,86851
2023,Round 2,PLASTIC TECHNOLOGY,SC(GIRL),Home State,321655,330452
2023,Round 2,PLASTIC TECHNOLOGY,SC,Home State,249023,261521
2023,Round 2,PLASTIC TECHNOLOGY,ST,Home State,577688,577688
2023,Round 2,PLASTIC TECHNOLOGY (FW),OPEN (TF),Home State,76009,81618
2023,Round 2,LEATHER TECHNOLOGY,OPEN,All India,59028,59028
2023,Round 2,LEATHER TECHNOLOGY,BC(GIRL),Home State,112706,114126
2023,Round 2,LEATHER TECHNOLOGY,BC,Home State,93908,106488
2023,Round 2,LEATHER TECHNOLOGY,EWS(GIRL),Home State,95797,95797
2023,Round 2,LEATHER TECHNOLOGY,EWS,Home State,88642,89138
2023,Round 2,LEATHER TECHNOLOGY,OPEN(AF),Home State,104484,104484
2023,Round 2,LEATHER TECHNOLOGY,OPEN GIRL,Home State,84108,94055
2023,Round 2,LEATHER TECHNOLOGY,OPEN,Home State,83083,88229
2023,Round 2,LEATHER TECHNOLOGY,SC,Home State,245028,272148
2023,Round 2,LEATHER TECHNOLOGY (FW),OPEN (TF),Home State,80533,80533
2023,Round 2,FOOD TECHNOLOGY,BC,All India,80860,80860
2023,Round 2,FOOD TECHNOLOGY,OPEN,All India,60998,60998
2023,Round 2,FOOD TECHNOLOGY,SC,All India,214408,214408
2023,Round 2,FOOD TECHNOLOGY,BC(AF),Home State,158779,158779
2023,Round 2,FOOD TECHNOLOGY,BC(GIRL),Home State,103438,107302
2023,Round 2,FOOD TECHNOLOGY,BC,Home State,91640,100659
2023,Round 2,FOOD TECHNOLOGY,EWS(GIRL),Home State,90739,96515
2023,Round 2,FOOD TECHNOLOGY,EWS,Home State,88890,93629
2023,Round 2,FOOD TECHNOLOGY,OPEN(AF),Home State,126699,126699
2023,Round 2,FOOD TECHNOLOGY,OPEN GIRL,Home State,84804,90510
2023,Round 2,FOOD TECHNOLOGY,OPEN,Home State,72139,87635
2023,Round 2,FOOD TECHNOLOGY,SC(AF),Home State,981696,981696
2023,Round 2,FOOD TECHNOLOGY,SC(GIRL),Home State,287895,287895
2023,Round 2,FOOD TECHNOLOGY,SC,Home State,239489,253749
2023,Round 2,FOOD TECHNOLOGY,ST,Home State,661896,661896
2023,Round 2,FOOD TECHNOLOGY (FW),OPEN (TF),Home State,71893,76737
2023,Round 2,PAINT TECHNOLOGY,OPEN,All India,55269,56583
2023,Round 2,PAINT TECHNOLOGY,SC,All India,218036,218036
2023,Round 2,PAINT TECHNOLOGY,BC(AF),Home State,163986,163986
2023,Round 3,PAINT TECHNOLOGY,OPEN GIRL,Home State,83067,83067
2023,Round 3,PAINT TECHNOLOGY,OPEN,Home State,77693,81524
2023,Round 3,CIVIL ENGG.,BC(AF),Home State,104890,104890
2023,Round 3,CIVIL ENGG.,BC(GIRL),Home State,81715,94614
2023,Round 3,LEATHER TECHNOLOGY,EWS(GIRL),Home State,109886,109886
2023,Round 3,LEATHER TECHNOLOGY,EWS,Home State,103658,106228
2023,Round 3,LEATHER TECHNOLOGY,OPEN(AF),Home State,158130,158130
2023,Round 3,LEATHER TECHNOLOGY,OPEN GIRL,Home State,104009,109293
2023,Round 3,LEATHER TECHNOLOGY,OPEN,Home State,88642,98610
2023,Round 3,LEATHER TECHNOLOGY,SC,Home State,295610,302648
2023,Round 3,FOOD TECHNOLOGY,BC,All India,85883,85883
2023,Round 3,FOOD TECHNOLOGY,OPEN,All India,71313,71313
2023,Round 3,FOOD TECHNOLOGY,SC,All India,266378,266378
2023,Round 3,FOOD TECHNOLOGY,BC(AF),Home State,209434,209434
2023,Round 3,FOOD TECHNOLOGY,BC(GIRL),Home State,109053,109053
2023,Round 3,FOOD TECHNOLOGY,BC,Home State,104959,119011
2023,Round 3,FOOD TECHNOLOGY,EWS(GIRL),Home State,102585,103546
2023,Round 3,FOOD TECHNOLOGY,EWS,Home State,96702,105208
2023,Round 3,FOOD TECHNOLOGY,OPEN(AF),Home State,155823,155823
2023,Round 3,FOOD TECHNOLOGY,OPEN GIRL,Home State,93513,97887
2023,Round 3,FOOD TECHNOLOGY,OPEN,Home State,89242,95684
2023,Round 3,FOOD TECHNOLOGY,SC(GIRL),Home State,299184,299184
2023,Round 3,FOOD TECHNOLOGY,SC,Home State,275434,291482
2023,Round 3,FOOD TECHNOLOGY (FW),OPEN (TF),Home State,79988,85804
2023,Round 3,PAINT TECHNOLOGY,OPEN,All India,64709,64709
2023,Round 3,PAINT TECHNOLOGY,SC,All India,238016,238016
2023,Round 3,PAINT TECHNOLOGY,BC(AF),Home State,171058,171058
2023,Round 3,PAINT TECHNOLOGY,BC(GIRL),Home State,144904,144904
2023,Round 3,CIVIL ENGG.,BC,Home State,69097,74590
2023,Round 3,CIVIL ENGG.,SC,Home State,202946,210329
2023,Round 3,CIVIL ENGG.,ST,Home State,481283,481283
2023,Round 3,CIVIL ENGG. (FW),OPEN (TF),Home State,53900,56637
2023,Round 3,COMPUTER SC. & ENGG.,BC,All India,45029,45029
2023,Round 3,COMPUTER SC. & ENGG.,OPEN,All India,22059,22059
2023,Round 3,COMPUTER SC. & ENGG.,BC(AF),Home State,57462,57462
2023,Round 3,COMPUTER SC. & ENGG.,BC(GIRL),Home State,50839,50839
2023,Round 3,COMPUTER SC. & ENGG.,BC,Home State,33743,34310
2023,Round 3,COMPUTER SC. & ENGG.,EWS,Home State,27930,27930
2023,Round 3,COMPUTER SC. & ENGG.,OPEN(AF),Home State,37681,37681
2023,Round 3,COMPUTER SC. & ENGG.,OPEN GIRL,Home State,33260,33260
2023,Round 3,COMPUTER SC. & ENGG.,OPEN,Home State,22693,22693
2023,Round 3,COMPUTER SC. & ENGG.,SC(GIRL),Home State,134581,134581
2023,Round 3,COMPUTER SC. & ENGG.,SC,Home State,106707,117306
2023,Round 3,ELECTRICAL ENGG.,BC,All India,54583,54583
2023,Round 3,ELECTRICAL ENGG.,SC,All India,171892,171892
2023,Round 3,ELECTRICAL ENGG.,BC(GIRL),Home State,76391,76391
2023,Round 3,ELECTRICAL ENGG.,BC,Home State,53075,55468
2023,Round 3,ELECTRICAL ENGG.,EWS(GIRL),Home State,56724,56724
2023,Round 3,ELECTRICAL ENGG.,EWS,Home State,47806,53408
2023,Round 3,ELECTRICAL ENGG.,OPEN GIRL,Home State,53299,53816
2023,Round 3,ELECTRICAL ENGG.,OPEN,Home State,43477,46514
2023,Round 3,ELECTRICAL ENGG.,SC(GIRL),Home State,183497,183497
2023,Round 3,ELECTRICAL ENGG.,SC,Home State,155804,160923
2023,Round 3,LEATHER TECHNOLOGY,BC(GIRL),Home State,119310,146713
2023,Round 3,LEATHER TECHNOLOGY,BC,Home State,110167,120893
2023,Round 3,CIVIL ENGG.,EWS(GIRL),Home State,76725,76725
2023,Round 3,OIL TECHNOLOGY,OPEN,Home State,91718,98096
2023,Round 3,MECHANICAL ENGG.,SC,Home State,164291,172682
2023,Round 3,MECHANICAL ENGG.,ST,Home State,456923,456923
2023,Round 3,MECHANICAL ENGG. (FW),OPEN (TF),Home State,56005,57314
2023,Round 3,CHEMICAL ENGG.,BC,All India,63232,63232
2023,Round 3,CHEMICAL ENGG.,OPEN,All India,49837,49837
2023,Round 3,CHEMICAL ENGG.,BC(AF),Home State,94574,94574
2023,Round 3,CHEMICAL ENGG.,BC(GIRL),Home State,78845,78845
2023,Round 3,CHEMICAL ENGG.,BC,Home State,65220,70322
2023,Round 3,CHEMICAL ENGG.,EWS(GIRL),Home State,71244,71244
2023,Round 3,CHEMICAL ENGG.,EWS,Home State,60719,66512
2023,Round 3,OIL TECHNOLOGY,BC,All India,97389,97389
2023,Round 3,OIL TECHNOLOGY,OPEN,All India,68996,68996
2023,Round 3,OIL TECHNOLOGY,SC,All India,241724,241724
2023,Round 3,OIL TECHNOLOGY,BC(AF),Home State,216475,216475
2023,Round 3,OIL TECHNOLOGY,BC(GIRL),Home State,138154,144544
2023,Round 3,OIL TECHNOLOGY,BC,Home State,104320,117609
2023,Round 3,OIL TECHNOLOGY,EWS(GIRL),Home State,106887,106887
2023,Round 3,OIL TECHNOLOGY,EWS,Home State,101727,106107
2023,Round 3,OIL TECHNOLOGY,OPEN(AF),Home State,161752,162578
2023,Round 3,OIL TECHNOLOGY,OPEN GIRL,Home State,92998,97855
2023,Round 3,CHEMICAL ENGG.,OPEN(AF),Home State,75372,75372
2023,Round 3,CHEMICAL ENGG.,OPEN GIRL,Home State,61703,61703
2023,Round 3,CHEMICAL ENGG.,OPEN,Home State,57540,60640
2023,Round 3,CHEMICAL ENGG.,SC,Home State,192431,208541
2023,Round 3,BIO CHEMICAL ENGG.,BC,All India,85737,85737
2023,Round 3,BIO CHEMICAL ENGG.,OPEN,All India,64181,64181
2023,Round 3,BIO CHEMICAL ENGG.,SC,All India,229057,229057
2023,Round 3,BIO CHEMICAL ENGG.,BC(GIRL),Home State,95992,95992
2023,Round 3,BIO CHEMICAL ENGG.,BC,Home State,93330,98393
2023,Round 3,BIO CHEMICAL ENGG.,EWS(GIRL),Home State,91707,91707
2023,Round 3,BIO CHEMICAL ENGG.,EWS,Home State,89138,100212
2023,Round 3,BIO CHEMICAL ENGG.,OPEN GIRL,Home State,78384,84944
2023,Round 3,BIO CHEMICAL ENGG.,OPEN,Home State,77845,83560
2023,Round 3,BIO CHEMICAL ENGG.,SC(GIRL),Home State,301655,301655
2023,Round 3,CIVIL ENGG.,EWS,Home State,67075,69925
2023,Round 3,OIL TECHNOLOGY,SC(GIRL),Home State,328009,346751
2023,Round 3,OIL TECHNOLOGY,SC,Home State,259400,284766
2023,Round 3,OIL TECHNOLOGY (FW),OPEN (TF),Home State,89164,89164
2023,Round 3,INFORMATION TECHNOLOGY,BC,All India,46196,46196
2023,Round 3,CIVIL ENGG.,OPEN GIRL,Home State,74997,75460
2023,Round 3,LEATHER TECHNOLOGY,OPEN,All India,61411,61411
2023,Round 3,PAINT TECHNOLOGY,BC,Home State,89151,100692
2023,Round 3,PAINT TECHNOLOGY,EWS(GIRL),Home State,95797,95797
2023,Round 3,PAINT TECHNOLOGY,SC,Home State,251626,261563
2023,Round 3,PAINT TECHNOLOGY (FW),OPEN (TF),Home State,71360,72419
2023,Round 3,CIVIL ENGG.,EWS(AF),Home State,196838,196838
2023,Round 3,CIVIL ENGG.,OPEN,Home State,51587,66909
2023,Round 3,CIVIL ENGG.,SC(GIRL),Home State,230440,230440
2023,Round 3,BIO CHEMICAL ENGG.,SC,Home State,234601,289769
2023,Round 3,BIO CHEMICAL ENGG. (FW),OPEN (TF),Home State,80068,80068
2023,Round 3,ELECTRICAL ENGG. (FW),OPEN (TF),Home State,46580,46580
2023,Round 3,ELECTRONICS ENGG.,OPEN,All India,26943,27052
2023,Round 3,ELECTRONICS ENGG.,BC(AF),Home State,87238,87238
2023,Round 3,ELECTRONICS ENGG.,BC,Home State,47703,49110
2023,Round 3,ELECTRONICS ENGG.,EWS(GIRL),Home State,51377,51377
2023,Round 3,ELECTRONICS ENGG.,EWS,Home State,42847,43743
2023,Round 3,ELECTRONICS ENGG.,OPEN(AF),Home State,60840,60840
2023,Round 3,ELECTRONICS ENGG.,OPEN GIRL,Home State,44753,44753
2023,Round 3,ELECTRONICS ENGG.,OPEN,Home State,36793,40479
2023,Round 3,ELECTRONICS ENGG.,OPEN(PH),Home State,479605,479605
2023,Round 3,ELECTRONICS ENGG.,SC(AF),Home State,735493,735493
2023,Round 3,ELECTRONICS ENGG.,SC(GIRL),Home State,181643,182326
2023,Round 3,ELECTRONICS ENGG.,SC,Home State,147246,149422
2023,Round 3,ELECTRONICS ENGG. (FW),OPEN (TF),Home State,35331,39434
2023,Round 3,MECHANICAL ENGG.,OPEN,All India,37486,37486
2023,Round 3,MECHANICAL ENGG.,BC(AF),Home State,93680,93680
2023,Round 3,MECHANICAL ENGG.,BC,Home State,60187,61746
2023,Round 3,MECHANICAL ENGG.,EWS(AF),Home State,158306,158306
2023,Round 3,MECHANICAL ENGG.,EWS(GIRL),Home State,65193,65193
2023,Round 3,MECHANICAL ENGG.,EWS,Home State,57570,59039
2023,Round 3,MECHANICAL ENGG.,OPEN(AF),Home State,74470,74470
2023,Round 3,MECHANICAL ENGG.,OPEN GIRL,Home State,61437,63805
2023,Round 3,MECHANICAL ENGG.,OPEN,Home State,48646,52510
2023,Round 3,MECHANICAL ENGG.,SC(GIRL),Home State,215807,215807
2023,Round 3,INFORMATION TECHNOLOGY,OPEN,All India,26882,26882
2023,Round 3,INFORMATION TECHNOLOGY,BC(AF),Home State,58297,58297
2023,Round 3,INFORMATION TECHNOLOGY,BC,Home State,38674,41906
2023,Round 3,INFORMATION TECHNOLOGY,EWS(GIRL),Home State,50205,50205
2023,Round 3,INFORMATION TECHNOLOGY,EWS,Home State,34001,35009
2023,Round 3,INFORMATION TECHNOLOGY,OPEN(AF),Home State,40094,40094
2023,Round 3,INFORMATION TECHNOLOGY,OPEN GIRL,Home State,35781,36397
2023,Round 3,INFORMATION TECHNOLOGY,OPEN,Home State,30936,33664
2023,Round 3,INFORMATION TECHNOLOGY,SC(GIRL),Home State,160284,171375
2023,Round 3,INFORMATION TECHNOLOGY,SC,Home State,128663,130132
2023,Round 3,INFORMATION TECHNOLOGY (FW),OPEN (TF),Home State,27318,27318
2023,Round 3,PLASTIC TECHNOLOGY,OPEN,All India,67221,71570
2023,Round 3,PLASTIC TECHNOLOGY,ST,All India,631175,631175
2023,Round 3,PLASTIC TECHNOLOGY,BC(AF),Home State,181891,181891
2023,Round 3,PLASTIC TECHNOLOGY,BC(GIRL),Home State,131507,136767
2023,Round 3,PLASTIC TECHNOLOGY,BC,Home State,100196,116569
2023,Round 3,PLASTIC TECHNOLOGY,EWS(GIRL),Home State,100709,100709
2023,Round 3,PLASTIC TECHNOLOGY,EWS,Home State,99844,103145
2023,Round 3,PLASTIC TECHNOLOGY,OPEN(AF),Home State,170125,170125
2023,Round 3,PLASTIC TECHNOLOGY,OPEN GIRL,Home State,86851,88381
2023,Round 3,PLASTIC TECHNOLOGY,OPEN,Home State,88229,95602
2023,Round 3,PLASTIC TECHNOLOGY,SC(GIRL),Home State,337022,357724
2023,Round 3,PLASTIC TECHNOLOGY,SC,Home State,265989,292275
2023,Round 3,PLASTIC TECHNOLOGY (FW),OPEN (TF),Home State,82166,91199
2023,Round 3,PAINT TECHNOLOGY,EWS,Home State,84930,87367
2023,Round 3,PAINT TECHNOLOGY,OPEN(AF),Home State,156136,156136
2023,Additional Round,PLASTIC TECHNOLOGY,SC,Home State,207902,341594
2023,Additional Round,PLASTIC TECHNOLOGY (FW),OPEN (TF),Home State,78067,78067
2023,Additional Round,LEATHER TECHNOLOGY,OPEN,All India,61738,61738
2023,Additional Round,LEATHER TECHNOLOGY,BC,Home State,117275,151254
2023,Additional Round,LEATHER TECHNOLOGY,EWS,Home State,119376,123106
2023,Additional Round,LEATHER TECHNOLOGY,OPEN,Home State,91513,116020
2023,Additional Round,LEATHER TECHNOLOGY,SC,Home State,330710,376757
2023,Additional Round,LEATHER TECHNOLOGY (FW),OPEN (TF),Home State,98820,98820
2023,Additional Round,FOOD TECHNOLOGY,BC,All India,82312,82312
2023,Additional Round,FOOD TECHNOLOGY,OPEN,All India,60948,60948
2023,Additional Round,FOOD TECHNOLOGY,SC,All India,268246,268246
2023,Additional Round,FOOD TECHNOLOGY,BC,Home State,111158,139473
2023,Additional Round,FOOD TECHNOLOGY,EWS,Home State,113297,123482
2023,Additional Round,FOOD TECHNOLOGY,OPEN,Home State,59746,110703
2023,Additional Round,FOOD TECHNOLOGY,SC,Home State,186468,361358
2023,Additional Round,FOOD TECHNOLOGY,ST,Home State,514406,514406
2023,Additional Round,FOOD TECHNOLOGY (FW),OPEN (TF),Home State,96672,98148
2023,Additional Round,PAINT TECHNOLOGY,OPEN,All India,71858,71858
2023,Additional Round,PAINT TECHNOLOGY,SC,All India,283867,283867
2023,Additional Round,PAINT TECHNOLOGY,BC,Home State,89204,116425
2023,Additional Round,PAINT TECHNOLOGY,EWS,Home State,94525,104933
2023,Additional Round,PAINT TECHNOLOGY,OPEN,Home State,58677,83128
2023,Additional Round,PAINT TECHNOLOGY,SC,Home State,182841,299628
2023,Additional Round,CIVIL ENGG.,BC,All India,65439,65439
2023,Additional Round,CIVIL ENGG.,OPEN,All India,47468,47468
2023,Additional Round,CIVIL ENGG.,SC,All India,254311,254311
2023,Additional Round,CIVIL ENGG.,BC,Home State,60139,78394
2023,Additional Round,CIVIL ENGG.,EWS,Home State,62426,71503
2023,Additional Round,CIVIL ENGG.,OPEN,Home State,42167,51049
2023,Additional Round,CIVIL ENGG.,SC,Home State,117417,180282
2023,Additional Round,CIVIL ENGG.,ST,Home State,518658,518658
2023,Additional Round,CIVIL ENGG. (FW),OPEN (TF),Home State,47270,47270
2023,Additional Round,COMPUTER SC. & ENGG.,OPEN,Home State,16185,27167
2023,Additional Round,ELECTRICAL ENGG.,BC,All India,53443,53443
2023,Additional Round,ELECTRICAL ENGG.,OPEN,All India,23699,23699
2023,Additional Round,ELECTRICAL ENGG.,SC,All India,193960,193960
2023,Additional Round,ELECTRICAL ENGG.,BC(GIRL),Home State,60782,60782
2023,Additional Round,ELECTRICAL ENGG.,BC,Home State,43391,43899
2023,Additional Round,ELECTRICAL ENGG.,EWS,Home State,44315,44774
2023,Additional Round,ELECTRICAL ENGG.,OPEN GIRL,Home State,36349,51052
2023,Additional Round,ELECTRICAL ENGG.,OPEN,Home State,35648,40063
2023,Additional Round,ELECTRICAL ENGG.,SC,Home State,139366,139366
2023,Additional Round,ELECTRICAL ENGG.,ST,Home State,203825,203825
2023,Additional Round,ELECTRONICS ENGG.,BC,Home State,43019,43019
2023,Additional Round,ELECTRONICS ENGG.,EWS,Home State,35140,35140
2023,Additional Round,ELECTRONICS ENGG.,OPEN GIRL,Home State,45889,48582
2023,Additional Round,ELECTRONICS ENGG.,OPEN,Home State,30618,34181
2023,Additional Round,ELECTRONICS ENGG.,SC,Home State,117306,117306
2023,Additional Round,ELECTRONICS ENGG. (FW),OPEN (TF),Home State,32280,32280
2023,Additional Round,MECHANICAL ENGG.,BC,All India,57145,57145
2023,Additional Round,MECHANICAL ENGG.,OPEN,All India,48079,48079
2023,Additional Round,MECHANICAL ENGG.,SC,All India,221504,221504
2023,Additional Round,MECHANICAL ENGG.,BC,Home State,50461,50461
2023,Additional Round,MECHANICAL ENGG.,OPEN GIRL,Home State,54166,54166
2023,Additional Round,MECHANICAL ENGG.,OPEN,Home State,34492,41600
2023,Additional Round,MECHANICAL ENGG.,ST,Home State,351657,351657
2023,Additional Round,CHEMICAL ENGG.,BC,All India,54769,54769
2023,Additional Round,CHEMICAL ENGG.,OPEN,All India,49675,52750
2023,Additional Round,CHEMICAL ENGG.,BC,Home State,51402,57359
2023,Additional Round,CHEMICAL ENGG.,EWS,Home State,57481,57481
2023,Additional Round,CHEMICAL ENGG.,OPEN GIRL,Home State,33209,33209
2023,Additional Round,CHEMICAL ENGG.,OPEN,Home State,41100,51311
2023,Additional Round,BIO CHEMICAL ENGG.,BC,All India,93122,93122
2023,Additional Round,BIO CHEMICAL ENGG.,OPEN,All India,60998,60998
2023,Additional Round,BIO CHEMICAL ENGG.,SC,All India,266378,266378
2023,Additional Round,BIO CHEMICAL ENGG.,BC,Home State,93524,117047
2023,Additional Round,BIO CHEMICAL ENGG.,EWS,Home State,98263,108523
2023,Additional Round,BIO CHEMICAL ENGG.,OPEN(AF),Home State,122809,122809
2023,Additional Round,BIO CHEMICAL ENGG.,OPEN,Home State,61553,92508
2023,Additional Round,BIO CHEMICAL ENGG.,SC,Home State,224542,311163
2023,Additional Round,BIO CHEMICAL ENGG. (FW),OPEN (TF),Home State,71922,81044
2023,Additional Round,OIL TECHNOLOGY,BC,All India,95750,95750
2023,Additional Round,OIL TECHNOLOGY,OPEN,All India,63313,63313
2023,Additional Round,OIL TECHNOLOGY,SC,All India,284792,284792
2023,Additional Round,OIL TECHNOLOGY,BC,Home State,122487,152677
2023,Additional Round,OIL TECHNOLOGY,EWS,Home State,118510,122169
2023,Additional Round,OIL TECHNOLOGY,OPEN,Home State,60311,115663
2023,Additional Round,OIL TECHNOLOGY,SC,Home State,202065,363785
2023,Additional Round,OIL TECHNOLOGY,ST,Home State,524636,524636
2023,Additional Round,OIL TECHNOLOGY (FW),OPEN (TF),Home State,102687,105586
2023,Additional Round,INFORMATION TECHNOLOGY,OPEN,Home State,28465,30426
2023,Additional Round,PLASTIC TECHNOLOGY,OPEN,All India,63827,67221
2023,Additional Round,PLASTIC TECHNOLOGY,BC,Home State,119987,138477
2023,Additional Round,PLASTIC TECHNOLOGY,EWS,Home State,106936,115896
2023,Additional Round,PLASTIC TECHNOLOGY,OPEN,Home State,60501,106402
2024,Round 1,INFORMATION TECHNOLOGY,BC,All India,36921,36921
2024,Round 1,INFORMATION TECHNOLOGY,OPEN,All India,17650,23134
2024,Round 1,INFORMATION TECHNOLOGY,BC(AF),Home State,63977,63977
2024,Round 1,INFORMATION TECHNOLOGY,BC(GIRL),Home State,50205,53912
2024,Round 1,INFORMATION TECHNOLOGY,BC,Home State,36200,41908
2024,Round 1,INFORMATION TECHNOLOGY,BC(PH),Home State,673429,673429
2024,Round 1,INFORMATION TECHNOLOGY,EWS(GIRL),Home State,41440,42298
2024,Round 1,INFORMATION TECHNOLOGY,EWS,Home State,31965,33841
2024,Round 1,INFORMATION TECHNOLOGY,EWS(PH),Home State,498356,498356
2024,Round 1,INFORMATION TECHNOLOGY,OPEN(AF),Home State,32090,32090
2024,Round 1,INFORMATION TECHNOLOGY,OPEN(FF),Home State,60537,60537
2024,Round 1,INFORMATION TECHNOLOGY,OPEN GIRL,Home State,29019,39686
2024,Round 1,INFORMATION TECHNOLOGY,OPEN,Home State,22755,28771
2024,Round 1,INFORMATION TECHNOLOGY,OPEN(PH),Home State,246070,246070
2024,Round 1,INFORMATION TECHNOLOGY,SC(AF),Home State,193187,193187
2024,Round 1,INFORMATION TECHNOLOGY,SC(GIRL),Home State,163864,182818
2024,Round 1,INFORMATION TECHNOLOGY,SC,Home State,121813,144247
2024,Round 1,INFORMATION TECHNOLOGY,SC(PH),Home State,861393,861393
2024,Round 1,INFORMATION TECHNOLOGY,ST(GIRL),Home State,290235,290235
2024,Round 1,INFORMATION TECHNOLOGY,ST,Home State,301253,301253
2024,Round 1,INFORMATION TECHNOLOGY (FW),OPEN (TF),Home State,24068,27722
2024,Round 1,PLASTIC TECHNOLOGY,OPEN,All India,64235,71608
2024,Round 1,PLASTIC TECHNOLOGY,ST,All India,321627,321627
2024,Round 1,PLASTIC TECHNOLOGY,BC(AF),Home State,145526,145526
2024,Round 1,PLASTIC TECHNOLOGY,BC(GIRL),Home State,110329,124753
2024,Round 1,PLASTIC TECHNOLOGY,BC,Home State,97702,114498
2024,Round 1,PLASTIC TECHNOLOGY,EWS(GIRL),Home State,95992,95992
2024,Round 1,PLASTIC TECHNOLOGY,EWS,Home State,94049,101473
2024,Round 1,PLASTIC TECHNOLOGY,OPEN(AF),Home State,129834,129834
2024,Round 1,PLASTIC TECHNOLOGY,OPEN GIRL,Home State,91320,94463
2024,Round 1,PLASTIC TECHNOLOGY,OPEN,Home State,55895,92322
2024,Round 1,PLASTIC TECHNOLOGY,SC(GIRL),Home State,351604,372432
2024,Round 1,PLASTIC TECHNOLOGY,SC,Home State,265230,310200
2024,Round 1,PLASTIC TECHNOLOGY (FW),OPEN (TF),Home State,73200,78939
2024,Round 1,LEATHER TECHNOLOGY,OPEN,All India,56556,56556
2024,Round 1,LEATHER TECHNOLOGY,BC(GIRL),Home State,131669,137577
2024,Round 1,LEATHER TECHNOLOGY,BC,Home State,105191,120043
2024,Round 1,LEATHER TECHNOLOGY,EWS(GIRL),Home State,129350,129350
2024,Round 1,LEATHER TECHNOLOGY,EWS,Home State,104670,104670
2024,Round 1,LEATHER TECHNOLOGY,OPEN(AF),Home State,150852,150852
2024,Round 1,LEATHER TECHNOLOGY,OPEN GIRL,Home State,102091,108645
2024,Round 1,LEATHER TECHNOLOGY,OPEN,Home State,42379,100264
2024,Round 1,LEATHER TECHNOLOGY,SC,Home State,321812,348926
2024,Round 1,LEATHER TECHNOLOGY,ST,Home State,580258,580258
2024,Round 1,LEATHER TECHNOLOGY (FW),OPEN (TF),Home State,79481,79481
2024,Round 1,FOOD TECHNOLOGY,BC,All India,80039,80039
2024,Round 1,FOOD TECHNOLOGY,OPEN,All India,53007,53007
2024,Round 1,FOOD TECHNOLOGY,SC,All India,406647,406647
2024,Round 1,FOOD TECHNOLOGY,BC(AF),Home State,151487,151487
2024,Round 1,FOOD TECHNOLOGY,BC(GIRL),Home State,97164,127098
2024,Round 1,FOOD TECHNOLOGY,BC,Home State,99028,118490
