year,round,branch,category,quota,opening_rank,closing_rank
2024,Round 1,FOOD TECHNOLOGY,EWS(GIRL),Home State,106275,122291
2024,Round 1,FOOD TECHNOLOGY,EWS,Home State,100667,104091
2024,Round 1,FOOD TECHNOLOGY,OPEN(AF),Home State,113261,113261
2024,Round 1,FOOD TECHNOLOGY,OPEN GIRL,Home State,83680,96295
2024,Round 1,FOOD TECHNOLOGY,OPEN,Home State,66558,98308
2024,Round 1,FOOD TECHNOLOGY,OPEN(PH),Home State,571153,571153
2024,Round 1,FOOD TECHNOLOGY,SC(AF),Home State,1063498,1063498
2024,Round 1,FOOD TECHNOLOGY,SC(GIRL),Home State,338720,420162
2024,Round 1,FOOD TECHNOLOGY,SC,Home State,257824,330628
2024,Round 1,FOOD TECHNOLOGY (FW),OPEN (TF),Home State,57427,89019
2024,Round 1,PAINT TECHNOLOGY,OPEN,All India,59604,65574
2024,Round 1,PAINT TECHNOLOGY,SC,All India,246691,246691
2024,Round 1,PAINT TECHNOLOGY,BC(AF),Home State,124759,124759
2024,Round 1,PAINT TECHNOLOGY,BC(GIRL),Home State,93828,101346
2024,Round 1,PAINT TECHNOLOGY,BC,Home State,79363,95980
2024,Round 1,PAINT TECHNOLOGY,EWS(GIRL),Home State,89910,89910
2024,Round 1,PAINT TECHNOLOGY,EWS,Home State,77991,84110
2024,Round 1,PAINT TECHNOLOGY,OPEN(AF),Home State,101225,101225
2024,Round 1,PAINT TECHNOLOGY,OPEN GIRL,Home State,78813,88227
2024,Round 1,PAINT TECHNOLOGY,OPEN,Home State,62630,77242
2024,Round 1,PAINT TECHNOLOGY,OPEN(PH),Home State,1079401,1079401
2024,Round 1,PAINT TECHNOLOGY,SC(AF),Home State,630225,630225
2024,Round 1,PAINT TECHNOLOGY,SC(GIRL),Home State,275386,289624
2024,Round 1,PAINT TECHNOLOGY,SC,Home State,208260,254640
2024,Round 1,PAINT TECHNOLOGY,ST,Home State,424606,424606
2024,Round 1,PAINT TECHNOLOGY (FW),OPEN (TF),Home State,60785,72076
2024,Round 1,CIVIL ENGG.,BC,All India,74509,74509
2024,Round 1,CIVIL ENGG.,OPEN,All India,49456,49456
2024,Round 1,CIVIL ENGG.,SC,All India,172002,172002
2024,Round 1,CIVIL ENGG.,BC(AF),Home State,96148,96148
2024,Round 1,CIVIL ENGG.,BC(GIRL),Home State,82885,88409
2024,Round 1,CIVIL ENGG.,BC,Home State,63950,73355
2024,Round 1,CIVIL ENGG.,EWS(AF),Home State,212799,212799
2024,Round 1,CIVIL ENGG.,EWS(GIRL),Home State,76587,76587
2024,Round 1,CIVIL ENGG.,EWS,Home State,62738,64429
2024,Round 1,CIVIL ENGG.,OPEN(AF),Home State,74573,74573
2024,Round 1,CIVIL ENGG.,OPEN GIRL,Home State,66468,74977
2024,Round 1,CIVIL ENGG.,OPEN,Home State,50555,62403
2024,Round 1,CIVIL ENGG.,OPEN(PH),Home State,670677,1273069
2024,Round 1,CIVIL ENGG.,SC(AF),Home State,412073,412073
2024,Round 1,CIVIL ENGG.,SC(GIRL),Home State,239542,264259
2024,Round 1,CIVIL ENGG.,SC,Home State,186482,225277
2024,Round 1,CIVIL ENGG.,ST(GIRL),Home State,550189,550189
2024,Round 1,CIVIL ENGG.,ST,Home State,383127,383127
2024,Round 1,CIVIL ENGG. (FW),OPEN (TF),Home State,55454,61276
2024,Round 1,COMPUTER SC. & ENGG.,BC,All India,30621,30621
2024,Round 1,COMPUTER SC. & ENGG.,OPEN,All India,12718,16823
2024,Round 1,COMPUTER SC. & ENGG.,BC(AF),Home State,35612,35612
2024,Round 1,COMPUTER SC. & ENGG.,BC(GIRL),Home State,33293,49998
2024,Round 1,COMPUTER SC. & ENGG.,BC,Home State,22000,35340
2024,Round 1,COMPUTER SC. & ENGG.,BC(PH),Home State,513732,513732
2024,Round 1,COMPUTER SC. & ENGG.,EWS(GIRL),Home State,34802,34802
2024,Round 1,COMPUTER SC. & ENGG.,EWS,Home State,21916,29038
2024,Round 1,COMPUTER SC. & ENGG.,EWS(PH),Home State,375654,375654
2024,Round 1,COMPUTER SC. & ENGG.,OPEN(AF),Home State,27966,29792
2024,Round 1,COMPUTER SC. & ENGG.,OPEN GIRL,Home State,17923,28910
2024,Round 1,COMPUTER SC. & ENGG.,OPEN,Home State,6788,21878
2024,Round 1,COMPUTER SC. & ENGG.,OPEN(PH),Home State,106597,120131
2024,Round 1,COMPUTER SC. & ENGG.,SC(AF),Home State,191480,191480
2024,Round 1,COMPUTER SC. & ENGG.,SC(GIRL),Home State,102382,133371
2024,Round 1,COMPUTER SC. & ENGG.,SC,Home State,43842,112557
2024,Round 1,COMPUTER SC. & ENGG.,SC(PH),Home State,713264,713264
2024,Round 1,COMPUTER SC. & ENGG.,ST,Home State,275563,275563
2024,Round 1,COMPUTER SC. & ENGG. (FW),OPEN (TF),Home State,15983,20946
2024,Round 1,ELECTRICAL ENGG.,BC,All India,40811,40811
2024,Round 1,ELECTRICAL ENGG.,OPEN,All India,22203,31284
2024,Round 1,ELECTRICAL ENGG.,BC(AF),Home State,65223,65223
2024,Round 1,ELECTRICAL ENGG.,BC(GIRL),Home State,62795,69015
2024,Round 1,ELECTRICAL ENGG.,BC,Home State,45680,54214
2024,Round 1,ELECTRICAL ENGG.,EWS(GIRL),Home State,52548,52548
2024,Round 1,ELECTRICAL ENGG.,EWS,Home State,43590,45204
2024,Round 1,ELECTRICAL ENGG.,EWS(PH),Home State,632041,632041
2024,Round 1,ELECTRICAL ENGG.,OPEN(AF),Home State,49146,49354
2024,Round 1,ELECTRICAL ENGG.,OPEN(FF),Home State,166548,166548
2024,Round 1,ELECTRICAL ENGG.,OPEN GIRL,Home State,42031,48917
2024,Round 1,ELECTRICAL ENGG.,OPEN,Home State,26172,42286
2024,Round 1,ELECTRICAL ENGG.,OPEN(PH),Home State,587573,587573
2024,Round 1,ELECTRICAL ENGG.,SC(AF),Home State,276483,276483
2024,Round 1,ELECTRICAL ENGG.,SC(GIRL),Home State,209949,226753
2024,Round 1,ELECTRICAL ENGG.,SC,Home State,150178,186101
2024,Round 1,ELECTRICAL ENGG.,ST(GIRL),Home State,318261,318261
2024,Round 1,ELECTRICAL ENGG.,ST,Home State,304547,304547
2024,Round 1,ELECTRICAL ENGG. (FW),OPEN (TF),Home State,25207,37145
2024,Round 1,ELECTRONICS ENGG.,BC,All India,38255,38255
2024,Round 1,ELECTRONICS ENGG.,OPEN,All India,20718,20718
2024,Round 1,ELECTRONICS ENGG.,SC,All India,117543,117543
2024,Round 1,ELECTRONICS ENGG.,BC(AF),Home State,63027,63027
2024,Round 1,ELECTRONICS ENGG.,BC(GIRL),Home State,50791,62123
2024,Round 1,ELECTRONICS ENGG.,BC,Home State,42903,50460
2024,Round 1,ELECTRONICS ENGG.,BC(PH),Home State,955944,955944
2024,Round 1,ELECTRONICS ENGG.,EWS(AF),Home State,48842,48842
2024,Round 1,ELECTRONICS ENGG.,EWS(GIRL),Home State,43983,47658
2024,Round 1,ELECTRONICS ENGG.,EWS,Home State,35373,41623
2024,Round 1,ELECTRONICS ENGG.,OPEN(AF),Home State,47142,47142
2024,Round 1,ELECTRONICS ENGG.,OPEN(FF),Home State,99847,99847
2024,Round 1,ELECTRONICS ENGG.,OPEN GIRL,Home State,28909,40990
2024,Round 1,ELECTRONICS ENGG.,OPEN,Home State,27252,34558
2024,Round 1,ELECTRONICS ENGG.,OPEN(PH),Home State,273025,503669
2024,Round 1,ELECTRONICS ENGG.,SC(AF),Home State,318408,318408
2024,Round 1,ELECTRONICS ENGG.,SC(GIRL),Home State,189150,195518
2024,Round 1,ELECTRONICS ENGG.,SC,Home State,135541,175556
2024,Round 1,ELECTRONICS ENGG.,ST,Home State,324788,324788
2024,Round 1,ELECTRONICS ENGG. (FW),OPEN (TF),Home State,30115,30909
2024,Round 1,MECHANICAL ENGG.,BC,All India,41119,41119
2024,Round 1,MECHANICAL ENGG.,OPEN,All India,37639,37639
2024,Round 1,MECHANICAL ENGG.,SC,All India,188280,188280
2024,Round 1,MECHANICAL ENGG.,BC(AF),Home State,72661,72661
2024,Round 1,MECHANICAL ENGG.,BC(GIRL),Home State,68206,81610
2024,Round 1,MECHANICAL ENGG.,BC,Home State,54660,63334
2024,Round 1,MECHANICAL ENGG.,EWS(AF),Home State,73947,73947
2024,Round 1,MECHANICAL ENGG.,EWS(GIRL),Home State,66000,66000
2024,Round 1,MECHANICAL ENGG.,EWS,Home State,51278,58566
2024,Round 1,MECHANICAL ENGG.,OPEN(AF),Home State,51936,51936
2024,Round 1,MECHANICAL ENGG.,OPEN(FF),Home State,312072,312072
2024,Round 1,MECHANICAL ENGG.,OPEN GIRL,Home State,55905,65285
2024,Round 1,MECHANICAL ENGG.,OPEN,Home State,38215,48656
2024,Round 1,MECHANICAL ENGG.,OPEN(PH),Home State,996490,1032904
2024,Round 1,MECHANICAL ENGG.,SC(AF),Home State,358532,358532
2024,Round 1,MECHANICAL ENGG.,SC(GIRL),Home State,222288,242940
2024,Round 1,MECHANICAL ENGG.,SC,Home State,186743,196791
2024,Round 1,MECHANICAL ENGG.,ST,Home State,359581,359581
2024,Round 1,MECHANICAL ENGG. (FW),OPEN (TF),Home State,26160,45646
2024,Round 1,CHEMICAL ENGG.,BC,All India,63475,63475
2024,Round 1,CHEMICAL ENGG.,OPEN,All India,26281,42429
2024,Round 1,CHEMICAL ENGG.,BC(AF),Home State,76365,76365
2024,Round 1,CHEMICAL ENGG.,BC(GIRL),Home State,69218,83027
2024,Round 1,CHEMICAL ENGG.,BC,Home State,58536,71585
2024,Round 1,CHEMICAL ENGG.,EWS(GIRL),Home State,62511,69330
2024,Round 1,CHEMICAL ENGG.,EWS,Home State,58463,60356
2024,Round 1,CHEMICAL ENGG.,OPEN(AF),Home State,57719,57719
2024,Round 1,CHEMICAL ENGG.,OPEN(FF),Home State,1052434,1052434
2024,Round 1,CHEMICAL ENGG.,OPEN GIRL,Home State,48228,52496
2024,Round 1,CHEMICAL ENGG.,OPEN,Home State,39960,54403
2024,Round 1,CHEMICAL ENGG.,OPEN(PH),Home State,1184610,1307887
2024,Round 1,CHEMICAL ENGG.,SC(AF),Home State,402160,402160
2024,Round 1,CHEMICAL ENGG.,SC(GIRL),Home State,186439,219238
2024,Round 1,CHEMICAL ENGG.,SC,Home State,190540,222933
2024,Round 1,CHEMICAL ENGG.,ST,Home State,386266,386266
2024,Round 1,CHEMICAL ENGG. (FW),OPEN (TF),Home State,46820,49919
2024,Round 1,BIO CHEMICAL ENGG.,BC,All India,78818,78818
2024,Round 1,BIO CHEMICAL ENGG.,OPEN,All India,56053,56053
2024,Round 1,BIO CHEMICAL ENGG.,SC,All India,219618,219618
2024,Round 1,BIO CHEMICAL ENGG.,BC(GIRL),Home State,82411,103998
2024,Round 1,BIO CHEMICAL ENGG.,BC,Home State,76823,90017
2024,Round 1,BIO CHEMICAL ENGG.,EWS(GIRL),Home State,85922,85922
2024,Round 1,BIO CHEMICAL ENGG.,EWS,Home State,86503,97159
2024,Round 1,BIO CHEMICAL ENGG.,OPEN(AF),Home State,100407,100407
2024,Round 1,BIO CHEMICAL ENGG.,OPEN GIRL,Home State,48983,78466
2024,Round 1,BIO CHEMICAL ENGG.,OPEN,Home State,57713,75257
2024,Round 1,BIO CHEMICAL ENGG.,SC(AF),Home State,461163,461163
2024,Round 1,BIO CHEMICAL ENGG.,SC(GIRL),Home State,231504,331520
2024,Round 1,BIO CHEMICAL ENGG.,SC,Home State,233182,281409
2024,Round 1,BIO CHEMICAL ENGG.,ST,Home State,580020,580020
2024,Round 1,BIO CHEMICAL ENGG. (FW),OPEN (TF),Home State,68201,74821
2024,Round 1,OIL TECHNOLOGY,BC,All India,90582,90582
2024,Round 1,OIL TECHNOLOGY,OPEN,All India,59718,59718
2024,Round 1,OIL TECHNOLOGY,SC,All India,243268,243268
2024,Round 1,OIL TECHNOLOGY,BC(AF),Home State,129571,129571
2024,Round 1,OIL TECHNOLOGY,BC(GIRL),Home State,103018,112797
2024,Round 1,OIL TECHNOLOGY,BC,Home State,87093,101398
2024,Round 1,OIL TECHNOLOGY,EWS(GIRL),Home State,117437,117437
2024,Round 1,OIL TECHNOLOGY,EWS,Home State,91204,98919
2024,Round 1,OIL TECHNOLOGY,OPEN(AF),Home State,89654,117765
2024,Round 1,OIL TECHNOLOGY,OPEN GIRL,Home State,48215,88399
2024,Round 1,OIL TECHNOLOGY,OPEN,Home State,58658,86968
2024,Round 1,OIL TECHNOLOGY,OPEN(PH),Home State,1004620,1004620
2024,Round 1,OIL TECHNOLOGY,SC(AF),Home State,704896,704896
2024,Round 1,OIL TECHNOLOGY,SC(GIRL),Home State,239641,427449
2024,Round 1,OIL TECHNOLOGY,SC,Home State,230566,315135
2024,Round 1,OIL TECHNOLOGY,ST,Home State,551127,551127
2024,Round 1,OIL TECHNOLOGY (FW),OPEN (TF),Home State,78399,89979
2024,Round 2,ELECTRONICS ENGG.,BC,Home State,50891,54824
2024,Round 2,ELECTRONICS ENGG.,EWS(AF),Home State,440045,440045
2024,Round 2,ELECTRONICS ENGG.,EWS(GIRL),Home State,53423,53813
2024,Round 2,ELECTRONICS ENGG.,EWS,Home State,45053,46771
2024,Round 2,ELECTRONICS ENGG.,OPEN(AF),Home State,57719,57719
2024,Round 2,ELECTRONICS ENGG.,OPEN GIRL,Home State,42031,47658
2024,Round 2,ELECTRONICS ENGG.,OPEN,Home State,30115,44864
2024,Round 2,ELECTRONICS ENGG.,OPEN(PH),Home State,633885,633885
2024,Round 2,ELECTRONICS ENGG.,SC(AF),Home State,630225,630225
2024,Round 2,ELECTRONICS ENGG.,SC(GIRL),Home State,209412,222194
2024,Round 2,ELECTRONICS ENGG.,SC,Home State,176353,195360
2024,Round 2,ELECTRONICS ENGG. (FW),OPEN (TF),Home State,34292,43483
2024,Round 2,MECHANICAL ENGG.,BC,All India,80039,80039
2024,Round 2,MECHANICAL ENGG.,OPEN,All India,45054,45054
2024,Round 2,MECHANICAL ENGG.,SC,All India,386517,386517
2024,Round 2,MECHANICAL ENGG.,BC(AF),Home State,98703,98703
2024,Round 2,MECHANICAL ENGG.,BC(GIRL),Home State,83922,91772
2024,Round 2,MECHANICAL ENGG.,BC,Home State,64408,73355
2024,Round 2,MECHANICAL ENGG.,EWS(AF),Home State,276077,276077
2024,Round 2,MECHANICAL ENGG.,EWS(GIRL),Home State,76587,76587
2024,Round 2,MECHANICAL ENGG.,EWS,Home State,59951,64407
2024,Round 2,MECHANICAL ENGG.,OPEN(AF),Home State,85979,85979
2024,Round 2,MECHANICAL ENGG.,OPEN GIRL,Home State,66000,73738
2024,Round 2,MECHANICAL ENGG.,OPEN,Home State,49444,59060
2024,Round 2,MECHANICAL ENGG.,SC(GIRL),Home State,264259,298968
2024,Round 2,MECHANICAL ENGG.,SC,Home State,202162,234188
2024,Round 2,MECHANICAL ENGG.,ST,Home State,398640,398640
2024,Round 2,MECHANICAL ENGG. (FW),OPEN (TF),Home State,49887,57754
2024,Round 2,CHEMICAL ENGG.,BC,All India,78263,78263
2024,Round 2,CHEMICAL ENGG.,OPEN,All India,55544,59021
2024,Round 2,CHEMICAL ENGG.,BC(AF),Home State,100407,100407
2024,Round 2,CHEMICAL ENGG.,BC(GIRL),Home State,83291,83994
2024,Round 2,CHEMICAL ENGG.,BC,Home State,71720,80855
2024,Round 2,CHEMICAL ENGG.,EWS(GIRL),Home State,89910,89979
2024,Round 2,CHEMICAL ENGG.,EWS,Home State,65363,75928
2024,Round 2,CHEMICAL ENGG.,OPEN(AF),Home State,91932,91932
2024,Round 2,CHEMICAL ENGG.,OPEN GIRL,Home State,52578,73188
2024,Round 2,CHEMICAL ENGG.,OPEN,Home State,57306,63944
2024,Round 2,CHEMICAL ENGG.,SC(GIRL),Home State,239641,272587
2024,Round 2,CHEMICAL ENGG.,SC,Home State,239145,285640
2024,Round 2,CHEMICAL ENGG.,ST,Home State,394852,394852
2024,Round 2,CHEMICAL ENGG. (FW),OPEN (TF),Home State,62092,62092
2024,Round 2,BIO CHEMICAL ENGG.,BC,All India,107072,107072
2024,Round 2,BIO CHEMICAL ENGG.,SC,All India,464424,464424
2024,Round 2,BIO CHEMICAL ENGG.,BC(GIRL),Home State,104329,112455
2024,Round 2,BIO CHEMICAL ENGG.,BC,Home State,104821,123452
2024,Round 2,BIO CHEMICAL ENGG.,EWS(GIRL),Home State,99787,99787
2024,Round 2,BIO CHEMICAL ENGG.,EWS,Home State,98293,117817
2024,Round 2,BIO CHEMICAL ENGG.,OPEN(AF),Home State,101849,101849
2024,Round 2,BIO CHEMICAL ENGG.,OPEN GIRL,Home State,83645,92762
2024,Round 2,BIO CHEMICAL ENGG.,OPEN,Home State,77585,97159
2024,Round 2,BIO CHEMICAL ENGG.,SC(GIRL),Home State,334539,360973
2024,Round 2,BIO CHEMICAL ENGG.,SC,Home State,286843,378857
2024,Round 2,BIO CHEMICAL ENGG. (FW),OPEN (TF),Home State,92829,99239
2024,Round 2,OIL TECHNOLOGY,BC,All India,105747,105747
2024,Round 2,OIL TECHNOLOGY,SC,All India,544831,544831
2024,Round 2,OIL TECHNOLOGY,BC(AF),Home State,157947,157947
2024,Round 2,OIL TECHNOLOGY,BC(GIRL),Home State,124753,144649
2024,Round 2,OIL TECHNOLOGY,BC,Home State,121736,149196
2024,Round 2,OIL TECHNOLOGY,EWS(GIRL),Home State,122291,122291
2024,Round 2,OIL TECHNOLOGY,EWS,Home State,125352,136580
2024,Round 2,OIL TECHNOLOGY,OPEN(AF),Home State,129571,129834
2024,Round 2,OIL TECHNOLOGY,OPEN GIRL,Home State,103018,118092
2024,Round 2,OIL TECHNOLOGY,OPEN,Home State,94291,119184
2024,Round 2,OIL TECHNOLOGY,SC(GIRL),Home State,450516,456472
2024,Round 2,OIL TECHNOLOGY,SC,Home State,335639,406742
2024,Round 2,OIL TECHNOLOGY,ST,Home State,651405,651405
2024,Round 2,OIL TECHNOLOGY (FW),OPEN (TF),Home State,114877,120168
2024,Round 2,INFORMATION TECHNOLOGY,BC,All India,41899,41899
2024,Round 2,INFORMATION TECHNOLOGY,OPEN,All India,39393,40718
2024,Round 2,INFORMATION TECHNOLOGY,BC(AF),Home State,68375,68375
2024,Round 2,INFORMATION TECHNOLOGY,BC(GIRL),Home State,54311,54311
2024,Round 2,INFORMATION TECHNOLOGY,BC,Home State,42187,48771
2024,Round 2,INFORMATION TECHNOLOGY,EWS(GIRL),Home State,46266,46266
2024,Round 2,INFORMATION TECHNOLOGY,EWS,Home State,35373,43590
2024,Round 2,INFORMATION TECHNOLOGY,OPEN(AF),Home State,48842,48842
2024,Round 2,INFORMATION TECHNOLOGY,OPEN GIRL,Home State,40344,41464
2024,Round 2,INFORMATION TECHNOLOGY,OPEN,Home State,28988,33878
2024,Round 2,INFORMATION TECHNOLOGY,OPEN(PH),Home State,442744,442744
2024,Round 2,INFORMATION TECHNOLOGY,SC(AF),Home State,402160,402160
2024,Round 2,INFORMATION TECHNOLOGY,SC(GIRL),Home State,194528,202606
2024,Round 2,INFORMATION TECHNOLOGY,SC,Home State,149203,175556
2024,Round 2,INFORMATION TECHNOLOGY,ST(GIRL),Home State,453664,453664
2024,Round 2,INFORMATION TECHNOLOGY (FW),OPEN (TF),Home State,29429,29610
2024,Round 2,PLASTIC TECHNOLOGY,OPEN,All India,74687,86339
2024,Round 2,PLASTIC TECHNOLOGY,ST,All India,418467,418467
2024,Round 2,PLASTIC TECHNOLOGY,BC(AF),Home State,167667,167667
2024,Round 2,PLASTIC TECHNOLOGY,BC(GIRL),Home State,127598,141167
2024,Round 2,PLASTIC TECHNOLOGY,BC,Home State,123962,139473
2024,Round 2,PLASTIC TECHNOLOGY,EWS(GIRL),Home State,131194,131194
2024,Round 2,PLASTIC TECHNOLOGY,EWS,Home State,128244,130990
2024,Round 2,PLASTIC TECHNOLOGY,OPEN(AF),Home State,152086,152086
2024,Round 2,PLASTIC TECHNOLOGY,OPEN GIRL,Home State,102091,127248
2024,Round 2,PLASTIC TECHNOLOGY,OPEN,Home State,102830,120147
2024,Round 2,PLASTIC TECHNOLOGY,SC(GIRL),Home State,432712,448732
2024,Round 2,PLASTIC TECHNOLOGY,SC,Home State,318104,434403
2024,Round 2,PLASTIC TECHNOLOGY,ST,Home State,723094,723094
2024,Round 2,PLASTIC TECHNOLOGY (FW),OPEN (TF),Home State,101473,113927
2024,Round 2,LEATHER TECHNOLOGY,OPEN,All India,83470,83470
2024,Round 2,LEATHER TECHNOLOGY,BC(GIRL),Home State,154050,157263
2024,Round 2,LEATHER TECHNOLOGY,BC,Home State,127317,148134
2024,Round 2,LEATHER TECHNOLOGY,EWS(GIRL),Home State,141803,141803
2024,Round 2,LEATHER TECHNOLOGY,EWS,Home State,129809,138135
2024,Round 2,LEATHER TECHNOLOGY,OPEN(AF),Home State,153531,153531
2024,Round 2,LEATHER TECHNOLOGY,OPEN GIRL,Home State,121976,136873
2024,Round 2,LEATHER TECHNOLOGY,OPEN,Home State,101581,124129
2024,Round 2,LEATHER TECHNOLOGY,SC,Home State,383764,439942
2024,Round 2,LEATHER TECHNOLOGY (FW),OPEN (TF),Home State,120255,120255
2024,Round 2,FOOD TECHNOLOGY,BC,All India,107282,107282
2024,Round 2,FOOD TECHNOLOGY,OPEN,All India,81052,81052
2024,Round 2,FOOD TECHNOLOGY,SC,All India,551178,551178
2024,Round 2,FOOD TECHNOLOGY,BC(AF),Home State,175074,175074
2024,Round 2,FOOD TECHNOLOGY,BC(GIRL),Home State,132340,143807
2024,Round 2,FOOD TECHNOLOGY,BC,Home State,120043,140308
2024,Round 2,FOOD TECHNOLOGY,EWS(GIRL),Home State,137741,139111
2024,Round 2,FOOD TECHNOLOGY,EWS,Home State,120021,132318
2024,Round 2,FOOD TECHNOLOGY,OPEN(AF),Home State,127170,127170
2024,Round 2,FOOD TECHNOLOGY,OPEN GIRL,Home State,97164,123105
2024,Round 2,FOOD TECHNOLOGY,OPEN,Home State,100615,118964
2024,Round 2,FOOD TECHNOLOGY,SC(GIRL),Home State,433483,440748
2024,Round 2,FOOD TECHNOLOGY,SC,Home State,392860,426835
2024,Round 2,FOOD TECHNOLOGY,ST,Home State,849576,849576
2024,Round 2,FOOD TECHNOLOGY (FW),OPEN (TF),Home State,111496,114545
2024,Round 2,PAINT TECHNOLOGY,OPEN,All India,71608,71608
2024,Round 2,PAINT TECHNOLOGY,SC,All India,431047,431047
2024,Round 2,PAINT TECHNOLOGY,BC(GIRL),Home State,112797,124243
2024,Round 2,PAINT TECHNOLOGY,BC,Home State,97994,117807
2024,Round 2,PAINT TECHNOLOGY,EWS(GIRL),Home State,117437,117437
2024,Round 2,PAINT TECHNOLOGY,EWS,Home State,91204,98919
2024,Round 2,PAINT TECHNOLOGY,OPEN GIRL,Home State,97285,100064
2024,Round 2,PAINT TECHNOLOGY,OPEN,Home State,78017,91042
2024,Round 2,PAINT TECHNOLOGY,SC(GIRL),Home State,370680,372432
2024,Round 2,PAINT TECHNOLOGY,SC,Home State,287401,315799
2024,Round 2,PAINT TECHNOLOGY,ST,Home State,551127,551127
2024,Round 2,PAINT TECHNOLOGY (FW),OPEN (TF),Home State,77991,78399
2024,Round 2,CIVIL ENGG.,BC,All India,92525,92525
2024,Round 2,CIVIL ENGG.,OPEN,All India,52315,52315
2024,Round 2,CIVIL ENGG.,SC,All India,406647,406647
2024,Round 2,CIVIL ENGG.,BC(AF),Home State,116554,116554
2024,Round 2,CIVIL ENGG.,BC(GIRL),Home State,91466,94546
2024,Round 2,CIVIL ENGG.,BC,Home State,77498,86902
2024,Round 2,CIVIL ENGG.,EWS(GIRL),Home State,86503,86503
2024,Round 2,CIVIL ENGG.,EWS,Home State,76190,80170
2024,Round 2,CIVIL ENGG.,OPEN(AF),Home State,113261,113261
2024,Round 2,CIVIL ENGG.,OPEN GIRL,Home State,78127,84991
2024,Round 2,CIVIL ENGG.,OPEN,Home State,64908,74340
2024,Round 2,CIVIL ENGG.,SC(GIRL),Home State,275357,295483
2024,Round 2,CIVIL ENGG.,SC,Home State,229899,276483
2024,Round 2,CIVIL ENGG.,ST(GIRL),Home State,580020,580020
2024,Round 2,CIVIL ENGG.,ST,Home State,637791,637791
2024,Round 2,CIVIL ENGG. (FW),OPEN (TF),Home State,65403,72076
2024,Round 2,COMPUTER SC. & ENGG.,BC,All India,38255,38255
2024,Round 2,COMPUTER SC. & ENGG.,OPEN,All India,24103,34108
2024,Round 2,COMPUTER SC. & ENGG.,BC(AF),Home State,67118,67118
2024,Round 2,COMPUTER SC. & ENGG.,BC(GIRL),Home State,50205,50205
2024,Round 2,COMPUTER SC. & ENGG.,BC,Home State,36200,41545
2024,Round 2,COMPUTER SC. & ENGG.,EWS(GIRL),Home State,39812,39812
2024,Round 2,COMPUTER SC. & ENGG.,EWS,Home State,30600,32599
2024,Round 2,COMPUTER SC. & ENGG.,OPEN(AF),Home State,32090,32090
2024,Round 2,COMPUTER SC. & ENGG.,OPEN GIRL,Home State,29019,35619
2024,Round 2,COMPUTER SC. & ENGG.,OPEN,Home State,22668,26363
2024,Round 2,COMPUTER SC. & ENGG.,SC(AF),Home State,193187,193187
2024,Round 2,COMPUTER SC. & ENGG.,SC(GIRL),Home State,171566,186869
2024,Round 2,COMPUTER SC. & ENGG.,SC,Home State,113108,135504
2024,Round 2,COMPUTER SC. & ENGG. (FW),OPEN (TF),Home State,22000,22000
2024,Round 2,ELECTRICAL ENGG.,BC,All India,71237,71237
2024,Round 2,ELECTRICAL ENGG.,OPEN,All India,42892,46109
2024,Round 2,ELECTRICAL ENGG.,BC(AF),Home State,92517,92517
2024,Round 2,ELECTRICAL ENGG.,BC(GIRL),Home State,69098,71680
2024,Round 2,ELECTRICAL ENGG.,BC,Home State,55293,59707
2024,Round 2,ELECTRICAL ENGG.,EWS(GIRL),Home State,65285,65285
2024,Round 2,ELECTRICAL ENGG.,EWS,Home State,49992,55284
2024,Round 2,ELECTRICAL ENGG.,EWS(PH),Home State,1051227,1051227
2024,Round 2,ELECTRICAL ENGG.,OPEN(AF),Home State,74573,76365
2024,Round 2,ELECTRICAL ENGG.,OPEN(FF),Home State,316356,316356
2024,Round 2,ELECTRICAL ENGG.,OPEN GIRL,Home State,49006,55905
2024,Round 2,ELECTRICAL ENGG.,OPEN,Home State,25207,49256
2024,Round 2,ELECTRICAL ENGG.,OPEN(PH),Home State,996490,996490
2024,Round 2,ELECTRICAL ENGG.,SC(AF),Home State,412073,412073
2024,Round 2,ELECTRICAL ENGG.,SC(GIRL),Home State,229584,229584
2024,Round 2,ELECTRICAL ENGG.,SC,Home State,190540,214301
2024,Round 2,ELECTRICAL ENGG.,ST(GIRL),Home State,550189,550189
2024,Round 2,ELECTRICAL ENGG. (FW),OPEN (TF),Home State,45646,48967
2024,Round 2,ELECTRONICS ENGG.,BC,All India,65864,65864
2024,Round 2,ELECTRONICS ENGG.,OPEN,All India,42429,42429
2024,Round 2,ELECTRONICS ENGG.,SC,All India,188280,188280
2024,Round 2,ELECTRONICS ENGG.,BC(GIRL),Home State,62795,69015
2024,Round 3,FOOD TECHNOLOGY,SC(GIRL),Home State,448732,456472
2024,Round 3,FOOD TECHNOLOGY,OPEN(AF),Home State,157522,157522
2024,Round 3,FOOD TECHNOLOGY,OPEN GIRL,Home State,129237,146517
2024,Round 3,FOOD TECHNOLOGY,OPEN,Home State,126754,133314
2024,Round 3,FOOD TECHNOLOGY,SC,Home State,445613,506234
2024,Round 3,PAINT TECHNOLOGY,OPEN,All India,83470,83470
2024,Round 3,PAINT TECHNOLOGY,BC(AF),Home State,145144,145144
2024,Round 3,PAINT TECHNOLOGY,BC(GIRL),Home State,124753,124753
2024,Round 3,PAINT TECHNOLOGY,BC,Home State,118228,124072
