Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Quota ▲▼,Category ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Round_Name
1,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN GIRL,83067,83067,Round 3
2,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN,77693,81524,Round 3
3,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(AF),104890,104890,Round 3
4,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(GIRL),81715,94614,Round 3
5,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,EWS(GIRL),109886,109886,Round 3
6,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,EWS,103658,106228,Round 3
7,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN(AF),158130,158130,Round 3
8,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN GIRL,104009,109293,Round 3
9,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN,88642,98610,Round 3
10,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,SC,295610,302648,Round 3
11,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,BC,85883,85883,Round 3
12,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,OPEN,71313,71313,Round 3
13,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,SC,266378,266378,Round 3
14,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC(AF),209434,209434,Round 3
15,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC(GIRL),109053,109053,Round 3
16,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC,104959,119011,Round 3
17,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,EWS(GIRL),102585,103546,Round 3
18,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,EWS,96702,105208,Round 3
19,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN(AF),155823,155823,Round 3
20,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN GIRL,93513,97887,Round 3
21,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN,89242,95684,Round 3
22,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC(GIRL),299184,299184,Round 3
23,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC,275434,291482,Round 3
24,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY (FW),Home State,OPEN (TF),79988,85804,Round 3
25,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,OPEN,64709,64709,Round 3
26,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,SC,238016,238016,Round 3
27,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC(AF),171058,171058,Round 3
28,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC(GIRL),144904,144904,Round 3
29,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC,69097,74590,Round 3
30,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC,202946,210329,Round 3
31,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,ST,481283,481283,Round 3
32,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG. (FW),Home State,OPEN (TF),53900,56637,Round 3
33,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,BC,45029,45029,Round 3
34,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,OPEN,22059,22059,Round 3
35,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(AF),57462,57462,Round 3
36,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(GIRL),50839,50839,Round 3
37,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC,33743,34310,Round 3
38,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS,27930,27930,Round 3
39,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN(AF),37681,37681,Round 3
40,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN GIRL,33260,33260,Round 3
41,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN,22693,22693,Round 3
42,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(GIRL),134581,134581,Round 3
43,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC,106707,117306,Round 3
44,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,BC,54583,54583,Round 3
45,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,SC,171892,171892,Round 3
46,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC(GIRL),76391,76391,Round 3
47,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC,53075,55468,Round 3
48,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS(GIRL),56724,56724,Round 3
49,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS,47806,53408,Round 3
50,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN GIRL,53299,53816,Round 3
51,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN,43477,46514,Round 3
52,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC(GIRL),183497,183497,Round 3
53,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC,155804,160923,Round 3
54,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,BC(GIRL),119310,146713,Round 3
55,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,BC,110167,120893,Round 3
56,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS(GIRL),76725,76725,Round 3
57,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN,91718,98096,Round 3
58,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC,164291,172682,Round 3
59,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,ST,456923,456923,Round 3
60,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG. (FW),Home State,OPEN (TF),56005,57314,Round 3
61,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,BC,63232,63232,Round 3
62,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,OPEN,49837,49837,Round 3
63,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC(AF),94574,94574,Round 3
64,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC(GIRL),78845,78845,Round 3
65,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC,65220,70322,Round 3
66,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS(GIRL),71244,71244,Round 3
67,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS,60719,66512,Round 3
68,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,BC,97389,97389,Round 3
69,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,OPEN,68996,68996,Round 3
70,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,SC,241724,241724,Round 3
71,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC(AF),216475,216475,Round 3
72,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC(GIRL),138154,144544,Round 3
73,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC,104320,117609,Round 3
74,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,EWS(GIRL),106887,106887,Round 3
75,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,EWS,101727,106107,Round 3
76,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN(AF),161752,162578,Round 3
77,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN GIRL,92998,97855,Round 3
78,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN(AF),75372,75372,Round 3
79,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN GIRL,61703,61703,Round 3
80,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN,57540,60640,Round 3
81,Round 3,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC,192431,208541,Round 3
82,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,BC,85737,85737,Round 3
83,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,OPEN,64181,64181,Round 3
84,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,SC,229057,229057,Round 3
85,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,BC(GIRL),95992,95992,Round 3
86,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,BC,93330,98393,Round 3
87,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,EWS(GIRL),91707,91707,Round 3
88,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,EWS,89138,100212,Round 3
89,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,OPEN GIRL,78384,84944,Round 3
90,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,OPEN,77845,83560,Round 3
91,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,SC(GIRL),301655,301655,Round 3
92,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS,67075,69925,Round 3
93,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC(GIRL),328009,346751,Round 3
94,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC,259400,284766,Round 3
95,Round 3,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY (FW),Home State,OPEN (TF),89164,89164,Round 3
96,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,All India,BC,46196,46196,Round 3
97,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN GIRL,74997,75460,Round 3
98,Round 3,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,All India,OPEN,61411,61411,Round 3
99,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC,89151,100692,Round 3
100,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,EWS(GIRL),95797,95797,Round 3
101,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,SC,251626,261563,Round 3
102,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY (FW),Home State,OPEN (TF),71360,72419,Round 3
103,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS(AF),196838,196838,Round 3
104,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN,51587,66909,Round 3
105,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC(GIRL),230440,230440,Round 3
106,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,SC,234601,289769,Round 3
107,Round 3,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG. (FW),Home State,OPEN (TF),80068,80068,Round 3
108,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG. (FW),Home State,OPEN (TF),46580,46580,Round 3
109,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,All India,OPEN,26943,27052,Round 3
110,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC(AF),87238,87238,Round 3
111,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC,47703,49110,Round 3
112,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS(GIRL),51377,51377,Round 3
113,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS,42847,43743,Round 3
114,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(AF),60840,60840,Round 3
115,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN GIRL,44753,44753,Round 3
116,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN,36793,40479,Round 3
117,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(PH),479605,479605,Round 3
118,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(AF),735493,735493,Round 3
119,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(GIRL),181643,182326,Round 3
120,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC,147246,149422,Round 3
121,Round 3,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG. (FW),Home State,OPEN (TF),35331,39434,Round 3
122,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,OPEN,37486,37486,Round 3
123,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC(AF),93680,93680,Round 3
124,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC,60187,61746,Round 3
125,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS(AF),158306,158306,Round 3
126,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS(GIRL),65193,65193,Round 3
127,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS,57570,59039,Round 3
128,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN(AF),74470,74470,Round 3
129,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN GIRL,61437,63805,Round 3
130,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN,48646,52510,Round 3
131,Round 3,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC(GIRL),215807,215807,Round 3
132,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,All India,OPEN,26882,26882,Round 3
133,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC(AF),58297,58297,Round 3
134,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC,38674,41906,Round 3
135,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,EWS(GIRL),50205,50205,Round 3
136,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,EWS,34001,35009,Round 3
137,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN(AF),40094,40094,Round 3
138,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN GIRL,35781,36397,Round 3
139,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN,30936,33664,Round 3
140,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,SC(GIRL),160284,171375,Round 3
141,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,SC,128663,130132,Round 3
142,Round 3,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY (FW),Home State,OPEN (TF),27318,27318,Round 3
143,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,All India,OPEN,67221,71570,Round 3
144,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,All India,ST,631175,631175,Round 3
145,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC(AF),181891,181891,Round 3
146,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC(GIRL),131507,136767,Round 3
147,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC,100196,116569,Round 3
148,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,EWS(GIRL),100709,100709,Round 3
149,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,EWS,99844,103145,Round 3
150,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN(AF),170125,170125,Round 3
151,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN GIRL,86851,88381,Round 3
152,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN,88229,95602,Round 3
153,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,SC(GIRL),337022,357724,Round 3
154,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,SC,265989,292275,Round 3
155,Round 3,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY (FW),Home State,OPEN (TF),82166,91199,Round 3
156,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,EWS,84930,87367,Round 3
157,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN(AF),156136,156136,Round 3
1,Additional Round,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,SC,207902,341594,Additional Round
2,Additional Round,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY (FW),Home State,OPEN (TF),78067,78067,Additional Round
3,Additional Round,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,All India,OPEN,61738,61738,Additional Round
4,Additional Round,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,BC,117275,151254,Additional Round
5,Additional Round,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,EWS,119376,123106,Additional Round
6,Additional Round,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN,91513,116020,Additional Round
7,Additional Round,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,SC,330710,376757,Additional Round
8,Additional Round,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY (FW),Home State,OPEN (TF),98820,98820,Additional Round
9,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,BC,82312,82312,Additional Round
10,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,OPEN,60948,60948,Additional Round
11,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,SC,268246,268246,Additional Round
12,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC,111158,139473,Additional Round
13,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,EWS,113297,123482,Additional Round
14,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN,59746,110703,Additional Round
15,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC,186468,361358,Additional Round
16,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,ST,514406,514406,Additional Round
17,Additional Round,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY (FW),Home State,OPEN (TF),96672,98148,Additional Round
18,Additional Round,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,OPEN,71858,71858,Additional Round
19,Additional Round,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,SC,283867,283867,Additional Round
20,Additional Round,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC,89204,116425,Additional Round
21,Additional Round,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,EWS,94525,104933,Additional Round
22,Additional Round,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN,58677,83128,Additional Round
23,Additional Round,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,SC,182841,299628,Additional Round
24,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,BC,65439,65439,Additional Round
25,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,OPEN,47468,47468,Additional Round
26,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,SC,254311,254311,Additional Round
27,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC,60139,78394,Additional Round
28,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS,62426,71503,Additional Round
29,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN,42167,51049,Additional Round
30,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC,117417,180282,Additional Round
31,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,ST,518658,518658,Additional Round
32,Additional Round,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG. (FW),Home State,OPEN (TF),47270,47270,Additional Round
33,Additional Round,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN,16185,27167,Additional Round
34,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,BC,53443,53443,Additional Round
35,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,OPEN,23699,23699,Additional Round
36,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,SC,193960,193960,Additional Round
37,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC(GIRL),60782,60782,Additional Round
38,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC,43391,43899,Additional Round
39,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS,44315,44774,Additional Round
40,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN GIRL,36349,51052,Additional Round
41,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN,35648,40063,Additional Round
42,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC,139366,139366,Additional Round
43,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,ST,203825,203825,Additional Round
44,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC,43019,43019,Additional Round
45,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS,35140,35140,Additional Round
46,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN GIRL,45889,48582,Additional Round
47,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN,30618,34181,Additional Round
48,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC,117306,117306,Additional Round
49,Additional Round,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG. (FW),Home State,OPEN (TF),32280,32280,Additional Round
50,Additional Round,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,BC,57145,57145,Additional Round
51,Additional Round,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,OPEN,48079,48079,Additional Round
52,Additional Round,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,SC,221504,221504,Additional Round
53,Additional Round,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC,50461,50461,Additional Round
54,Additional Round,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN GIRL,54166,54166,Additional Round
55,Additional Round,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN,34492,41600,Additional Round
56,Additional Round,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,ST,351657,351657,Additional Round
57,Additional Round,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,BC,54769,54769,Additional Round
58,Additional Round,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,OPEN,49675,52750,Additional Round
59,Additional Round,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC,51402,57359,Additional Round
60,Additional Round,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS,57481,57481,Additional Round
61,Additional Round,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN GIRL,33209,33209,Additional Round
62,Additional Round,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN,41100,51311,Additional Round
63,Additional Round,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,BC,93122,93122,Additional Round
64,Additional Round,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,OPEN,60998,60998,Additional Round
65,Additional Round,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,SC,266378,266378,Additional Round
66,Additional Round,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,BC,93524,117047,Additional Round
67,Additional Round,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,EWS,98263,108523,Additional Round
