Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Quota ▲▼,Category ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Round_Name
213,Round 1,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG. (FW),Home State,OPEN (TF),58488,67724,Round 1
214,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,BC,61772,61772,Round 1
215,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,OPEN,49192,49192,Round 1
216,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,SC,164852,164852,Round 1
217,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC(AF),107287,107287,Round 1
218,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC(GIRL),89164,96862,Round 1
219,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC,71440,85794,Round 1
220,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,EWS(GIRL),83346,83346,Round 1
221,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,EWS,77202,81179,Round 1
222,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN(AF),76053,76775,Round 1
223,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN GIRL,62713,80577,Round 1
224,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN,45353,69747,Round 1
225,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC(AF),559902,559902,Round 1
226,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC(GIRL),247458,287895,Round 1
227,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC,168335,217968,Round 1
228,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,ST,412608,412608,Round 1
229,Round 1,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY (FW),Home State,OPEN (TF),58999,71504,Round 1
1,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,All India,BC,45640,45640,Round 2
2,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,All India,OPEN,22572,25571,Round 2
3,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC(FF),190595,190595,Round 2
4,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC(GIRL),50944,57399,Round 2
5,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC,35923,38372,Round 2
6,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC(PH),861246,861246,Round 2
7,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,EWS(GIRL),48539,48539,Round 2
8,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,EWS,31836,33584,Round 2
9,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN(AF),37681,37681,Round 2
10,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN(FF),92164,92164,Round 2
11,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN GIRL,33260,35019,Round 2
12,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN,26400,30715,Round 2
13,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN(PH),320535,320535,Round 2
14,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,SC(AF),263447,263447,Round 2
15,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,SC(GIRL),134581,158586,Round 2
16,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,SC,106995,128531,Round 2
17,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,ST(GIRL),227429,227429,Round 2
18,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,ST,284015,284015,Round 2
19,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY (FW),Home State,OPEN (TF),26753,26753,Round 2
20,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,All India,OPEN,44531,61411,Round 2
21,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,All India,ST,562034,562034,Round 2
22,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC(GIRL),94614,96862,Round 2
23,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC,81156,88264,Round 2
24,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,EWS(GIRL),81005,81005,Round 2
25,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,EWS,77964,83962,Round 2
26,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN(AF),116546,116546,Round 2
27,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN GIRL,72281,80692,Round 2
28,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN,66577,77664,Round 2
29,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,SC(GIRL),259783,259783,Round 2
30,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,SC,192431,244157,Round 2
31,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,ST,516543,516543,Round 2
32,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY (FW),Home State,OPEN (TF),60719,70322,Round 2
33,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,OPEN,46607,46607,Round 2
34,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,SC,207044,207044,Round 2
35,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(AF),98059,98059,Round 2
36,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(GIRL),84814,90384,Round 2
37,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC,61337,67884,Round 2
38,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS(AF),123840,123840,Round 2
39,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS(GIRL),75033,75033,Round 2
40,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS,58959,65317,Round 2
41,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN(AF),91208,91208,Round 2
42,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN(FF),333170,333170,Round 2
43,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN GIRL,67573,74415,Round 2
44,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN,50582,58488,Round 2
45,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC(AF),916556,916556,Round 2
46,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC(GIRL),196212,215807,Round 2
47,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC,164569,197925,Round 2
48,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,ST,451915,464713,Round 2
49,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG. (FW),Home State,OPEN (TF),52769,52769,Round 2
50,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,BC,32304,32304,Round 2
51,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,OPEN,20263,21994,Round 2
52,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(AF),48604,48604,Round 2
53,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(FF),185684,185684,Round 2
54,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(GIRL),47020,50575,Round 2
55,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC,30513,33684,Round 2
56,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(PH),471418,471418,Round 2
57,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS(GIRL),34199,34199,Round 2
58,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS,24987,26236,Round 2
59,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS(PH),790751,790751,Round 2
60,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN(AF),32806,35123,Round 2
61,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN GIRL,25761,32734,Round 2
62,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN,19931,22335,Round 2
63,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN(PH),267993,280903,Round 2
64,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(AF),211934,211934,Round 2
65,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(GIRL),128399,129490,Round 2
66,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC,74990,104658,Round 2
67,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,BC,52508,52508,Round 2
68,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,SC,126886,126886,Round 2
69,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC(GIRL),66903,76200,Round 2
70,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC,47726,52513,Round 2
71,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS(AF),104040,104040,Round 2
72,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS(GIRL),53299,54430,Round 2
73,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS,43522,45555,Round 2
74,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(AF),57502,57502,Round 2
75,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(FF),228470,228470,Round 2
76,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN GIRL,45371,52864,Round 2
77,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN,36793,43458,Round 2
78,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(PH),479605,588521,Round 2
79,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC(AF),301434,301434,Round 2
80,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC(GIRL),178320,182199,Round 2
81,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC,136339,155599,Round 2
82,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,ST,375490,375490,Round 2
83,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG. (FW),Home State,OPEN (TF),39434,45556,Round 2
84,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,All India,BC,50312,50312,Round 2
85,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,All India,OPEN,26041,26882,Round 2
86,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC(AF),81715,81715,Round 2
87,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC(GIRL),65569,69087,Round 2
88,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC,41024,47311,Round 2
89,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC(PH),709651,709651,Round 2
90,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS(GIRL),50205,50205,Round 2
91,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS,36444,41784,Round 2
92,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(AF),53288,58029,Round 2
93,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(FF),200704,200704,Round 2
94,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN GIRL,36397,44460,Round 2
95,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN,32423,35919,Round 2
96,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(PH),425397,425397,Round 2
97,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(AF),380844,380844,Round 2
98,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(GIRL),160284,178096,Round 2
99,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC,124651,146896,Round 2
100,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,ST(GIRL),387175,387175,Round 2
101,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,ST,338052,338052,Round 2
102,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG. (FW),Home State,OPEN (TF),33195,34158,Round 2
103,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,BC,61772,61772,Round 2
104,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,OPEN,34970,34970,Round 2
105,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,SC,187121,187121,Round 2
106,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC(AF),87238,87238,Round 2
107,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC(GIRL),78535,84408,Round 2
108,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC,53747,60043,Round 2
109,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS(AF),158130,158130,Round 2
110,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS(GIRL),63526,63526,Round 2
111,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS,50447,55206,Round 2
112,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN(AF),69159,69159,Round 2
113,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN GIRL,53559,60600,Round 2
114,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN,42641,47806,Round 2
115,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN(PH),1015754,1015754,Round 2
116,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC(GIRL),204887,209059,Round 2
117,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC,149819,161886,Round 2
118,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,ST,387243,387243,Round 2
119,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG. (FW),Home State,OPEN (TF),51923,55171,Round 2
120,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,OPEN,34649,38773,Round 2
121,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC(AF),93680,93680,Round 2
122,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC(GIRL),70345,78790,Round 2
123,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC,58394,64911,Round 2
124,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS(GIRL),65193,69180,Round 2
125,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS,56035,59919,Round 2
126,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN(AF),74470,74470,Round 2
127,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN GIRL,55433,61437,Round 2
128,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN,46499,54656,Round 2
129,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN(PH),1020197,1020197,Round 2
130,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC(AF),421360,421360,Round 2
131,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC(GIRL),219185,230044,Round 2
132,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC,164291,189300,Round 2
133,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,ST,449222,449222,Round 2
134,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG. (FW),Home State,OPEN (TF),49720,49720,Round 2
135,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,BC,85029,85029,Round 2
136,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,OPEN,56964,56964,Round 2
137,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,SC,206280,206280,Round 2
138,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,BC(GIRL),93386,95693,Round 2
139,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,BC,82212,89375,Round 2
140,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,EWS(GIRL),82251,82251,Round 2
141,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,EWS,77845,88029,Round 2
142,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,OPEN(AF),103706,103706,Round 2
143,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,OPEN GIRL,70851,82221,Round 2
144,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,OPEN,65849,77653,Round 2
145,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,SC(AF),735493,735493,Round 2
146,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,SC(GIRL),271016,296524,Round 2
147,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,SC,202946,232519,Round 2
148,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,ST,665018,665018,Round 2
149,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG. (FW),Home State,OPEN (TF),73131,78384,Round 2
150,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,BC,79717,79717,Round 2
151,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,OPEN,61738,61738,Round 2
152,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,SC,238016,238016,Round 2
153,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC(AF),156933,156933,Round 2
154,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC(GIRL),114225,122579,Round 2
155,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC,88633,103691,Round 2
156,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,EWS(GIRL),94582,94582,Round 2
157,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,EWS,86947,94281,Round 2
158,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN(AF),106371,144772,Round 2
159,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN GIRL,82353,92927,Round 2
160,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN,70299,86671,Round 2
161,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC(AF),1066949,1066949,Round 2
162,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC(GIRL),301655,308910,Round 2
163,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC,221881,246882,Round 2
164,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,ST,524636,524636,Round 2
165,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY (FW),Home State,OPEN (TF),78090,86707,Round 2
166,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC(AF),159868,159868,Round 2
167,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC(GIRL),109053,111615,Round 2
168,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC,87079,94685,Round 2
169,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,EWS(GIRL),88002,88002,Round 2
170,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,EWS,86995,91616,Round 2
171,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN(AF),155183,155183,Round 2
172,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN GIRL,83067,84944,Round 2
173,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN,72192,86851,Round 2
174,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,SC(GIRL),321655,330452,Round 2
175,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,SC,249023,261521,Round 2
176,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,ST,577688,577688,Round 2
177,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY (FW),Home State,OPEN (TF),76009,81618,Round 2
178,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,All India,OPEN,59028,59028,Round 2
179,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,BC(GIRL),112706,114126,Round 2
180,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,BC,93908,106488,Round 2
181,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,EWS(GIRL),95797,95797,Round 2
182,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,EWS,88642,89138,Round 2
183,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN(AF),104484,104484,Round 2
184,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN GIRL,84108,94055,Round 2
185,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN,83083,88229,Round 2
186,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,SC,245028,272148,Round 2
187,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY (FW),Home State,OPEN (TF),80533,80533,Round 2
188,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,BC,80860,80860,Round 2
189,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,OPEN,60998,60998,Round 2
190,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,SC,214408,214408,Round 2
191,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC(AF),158779,158779,Round 2
192,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC(GIRL),103438,107302,Round 2
193,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC,91640,100659,Round 2
194,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,EWS(GIRL),90739,96515,Round 2
195,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,EWS,88890,93629,Round 2
196,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN(AF),126699,126699,Round 2
197,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN GIRL,84804,90510,Round 2
198,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN,72139,87635,Round 2
199,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC(AF),981696,981696,Round 2
200,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC(GIRL),287895,287895,Round 2
201,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC,239489,253749,Round 2
202,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,ST,661896,661896,Round 2
203,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY (FW),Home State,OPEN (TF),71893,76737,Round 2
204,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,OPEN,55269,56583,Round 2
205,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,SC,218036,218036,Round 2
206,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC(AF),163986,163986,Round 2
