Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Quota ▲▼,Category ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Round_Name
1,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC,50891,54824,Round 2
2,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS(AF),440045,440045,Round 2
3,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS(GIRL),53423,53813,Round 2
4,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS,45053,46771,Round 2
5,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(AF),57719,57719,Round 2
6,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN GIRL,42031,47658,Round 2
7,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN,30115,44864,Round 2
8,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(PH),633885,633885,Round 2
9,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(AF),630225,630225,Round 2
10,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(GIRL),209412,222194,Round 2
11,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC,176353,195360,Round 2
12,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG. (FW),Home State,OPEN (TF),34292,43483,Round 2
13,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,BC,80039,80039,Round 2
14,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,OPEN,45054,45054,Round 2
15,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,SC,386517,386517,Round 2
16,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC(AF),98703,98703,Round 2
17,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC(GIRL),83922,91772,Round 2
18,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC,64408,73355,Round 2
19,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS(AF),276077,276077,Round 2
20,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS(GIRL),76587,76587,Round 2
21,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS,59951,64407,Round 2
22,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN(AF),85979,85979,Round 2
23,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN GIRL,66000,73738,Round 2
24,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN,49444,59060,Round 2
25,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC(GIRL),264259,298968,Round 2
26,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC,202162,234188,Round 2
27,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,ST,398640,398640,Round 2
28,Round 2,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG. (FW),Home State,OPEN (TF),49887,57754,Round 2
29,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,BC,78263,78263,Round 2
30,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,OPEN,55544,59021,Round 2
31,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC(AF),100407,100407,Round 2
32,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC(GIRL),83291,83994,Round 2
33,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC,71720,80855,Round 2
34,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS(GIRL),89910,89979,Round 2
35,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS,65363,75928,Round 2
36,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN(AF),91932,91932,Round 2
37,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN GIRL,52578,73188,Round 2
38,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN,57306,63944,Round 2
39,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC(GIRL),239641,272587,Round 2
40,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC,239145,285640,Round 2
41,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,ST,394852,394852,Round 2
42,Round 2,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG. (FW),Home State,OPEN (TF),62092,62092,Round 2
43,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,BC,107072,107072,Round 2
44,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,All India,SC,464424,464424,Round 2
45,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,BC(GIRL),104329,112455,Round 2
46,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,BC,104821,123452,Round 2
47,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,EWS(GIRL),99787,99787,Round 2
48,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,EWS,98293,117817,Round 2
49,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,OPEN(AF),101849,101849,Round 2
50,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,OPEN GIRL,83645,92762,Round 2
51,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,OPEN,77585,97159,Round 2
52,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,SC(GIRL),334539,360973,Round 2
53,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG.,Home State,SC,286843,378857,Round 2
54,Round 2,"Harcourt Butler Technical University, Kanpur",BIO CHEMICAL ENGG. (FW),Home State,OPEN (TF),92829,99239,Round 2
55,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,BC,105747,105747,Round 2
56,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,All India,SC,544831,544831,Round 2
57,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC(AF),157947,157947,Round 2
58,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC(GIRL),124753,144649,Round 2
59,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,BC,121736,149196,Round 2
60,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,EWS(GIRL),122291,122291,Round 2
61,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,EWS,125352,136580,Round 2
62,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN(AF),129571,129834,Round 2
63,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN GIRL,103018,118092,Round 2
64,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,OPEN,94291,119184,Round 2
65,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC(GIRL),450516,456472,Round 2
66,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,SC,335639,406742,Round 2
67,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY,Home State,ST,651405,651405,Round 2
68,Round 2,"Harcourt Butler Technical University, Kanpur",OIL TECHNOLOGY (FW),Home State,OPEN (TF),114877,120168,Round 2
69,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,All India,BC,41899,41899,Round 2
70,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,All India,OPEN,39393,40718,Round 2
71,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC(AF),68375,68375,Round 2
72,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC(GIRL),54311,54311,Round 2
73,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,BC,42187,48771,Round 2
74,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,EWS(GIRL),46266,46266,Round 2
75,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,EWS,35373,43590,Round 2
76,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN(AF),48842,48842,Round 2
77,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN GIRL,40344,41464,Round 2
78,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN,28988,33878,Round 2
79,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,OPEN(PH),442744,442744,Round 2
80,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,SC(AF),402160,402160,Round 2
81,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,SC(GIRL),194528,202606,Round 2
82,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,SC,149203,175556,Round 2
83,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY,Home State,ST(GIRL),453664,453664,Round 2
84,Round 2,"Harcourt Butler Technical University, Kanpur",INFORMATION TECHNOLOGY (FW),Home State,OPEN (TF),29429,29610,Round 2
85,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,All India,OPEN,74687,86339,Round 2
86,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,All India,ST,418467,418467,Round 2
87,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC(AF),167667,167667,Round 2
88,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC(GIRL),127598,141167,Round 2
89,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,BC,123962,139473,Round 2
90,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,EWS(GIRL),131194,131194,Round 2
91,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,EWS,128244,130990,Round 2
92,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN(AF),152086,152086,Round 2
93,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN GIRL,102091,127248,Round 2
94,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,OPEN,102830,120147,Round 2
95,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,SC(GIRL),432712,448732,Round 2
96,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,SC,318104,434403,Round 2
97,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY,Home State,ST,723094,723094,Round 2
98,Round 2,"Harcourt Butler Technical University, Kanpur",PLASTIC TECHNOLOGY (FW),Home State,OPEN (TF),101473,113927,Round 2
99,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,All India,OPEN,83470,83470,Round 2
100,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,BC(GIRL),154050,157263,Round 2
101,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,BC,127317,148134,Round 2
102,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,EWS(GIRL),141803,141803,Round 2
103,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,EWS,129809,138135,Round 2
104,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN(AF),153531,153531,Round 2
105,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN GIRL,121976,136873,Round 2
106,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,OPEN,101581,124129,Round 2
107,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY,Home State,SC,383764,439942,Round 2
108,Round 2,"Harcourt Butler Technical University, Kanpur",LEATHER TECHNOLOGY (FW),Home State,OPEN (TF),120255,120255,Round 2
109,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,BC,107282,107282,Round 2
110,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,OPEN,81052,81052,Round 2
111,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,All India,SC,551178,551178,Round 2
112,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC(AF),175074,175074,Round 2
113,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC(GIRL),132340,143807,Round 2
114,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,BC,120043,140308,Round 2
115,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,EWS(GIRL),137741,139111,Round 2
116,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,EWS,120021,132318,Round 2
117,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN(AF),127170,127170,Round 2
118,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN GIRL,97164,123105,Round 2
119,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN,100615,118964,Round 2
120,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC(GIRL),433483,440748,Round 2
121,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC,392860,426835,Round 2
122,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,ST,849576,849576,Round 2
123,Round 2,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY (FW),Home State,OPEN (TF),111496,114545,Round 2
124,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,OPEN,71608,71608,Round 2
125,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,SC,431047,431047,Round 2
126,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC(GIRL),112797,124243,Round 2
127,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC,97994,117807,Round 2
128,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,EWS(GIRL),117437,117437,Round 2
129,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,EWS,91204,98919,Round 2
130,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN GIRL,97285,100064,Round 2
131,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN,78017,91042,Round 2
132,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,SC(GIRL),370680,372432,Round 2
133,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,SC,287401,315799,Round 2
134,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,ST,551127,551127,Round 2
135,Round 2,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY (FW),Home State,OPEN (TF),77991,78399,Round 2
136,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,BC,92525,92525,Round 2
137,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,OPEN,52315,52315,Round 2
138,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,SC,406647,406647,Round 2
139,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(AF),116554,116554,Round 2
140,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(GIRL),91466,94546,Round 2
141,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC,77498,86902,Round 2
142,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS(GIRL),86503,86503,Round 2
143,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS,76190,80170,Round 2
144,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN(AF),113261,113261,Round 2
145,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN GIRL,78127,84991,Round 2
146,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN,64908,74340,Round 2
147,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC(GIRL),275357,295483,Round 2
148,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC,229899,276483,Round 2
149,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,ST(GIRL),580020,580020,Round 2
150,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,ST,637791,637791,Round 2
151,Round 2,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG. (FW),Home State,OPEN (TF),65403,72076,Round 2
152,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,BC,38255,38255,Round 2
153,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,OPEN,24103,34108,Round 2
154,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(AF),67118,67118,Round 2
155,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(GIRL),50205,50205,Round 2
156,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC,36200,41545,Round 2
157,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS(GIRL),39812,39812,Round 2
158,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS,30600,32599,Round 2
159,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN(AF),32090,32090,Round 2
160,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN GIRL,29019,35619,Round 2
161,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN,22668,26363,Round 2
162,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(AF),193187,193187,Round 2
163,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(GIRL),171566,186869,Round 2
164,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC,113108,135504,Round 2
165,Round 2,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG. (FW),Home State,OPEN (TF),22000,22000,Round 2
166,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,BC,71237,71237,Round 2
167,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,OPEN,42892,46109,Round 2
168,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC(AF),92517,92517,Round 2
169,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC(GIRL),69098,71680,Round 2
170,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC,55293,59707,Round 2
171,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS(GIRL),65285,65285,Round 2
172,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS,49992,55284,Round 2
173,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS(PH),1051227,1051227,Round 2
174,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(AF),74573,76365,Round 2
175,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(FF),316356,316356,Round 2
176,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN GIRL,49006,55905,Round 2
177,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN,25207,49256,Round 2
178,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(PH),996490,996490,Round 2
179,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC(AF),412073,412073,Round 2
180,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC(GIRL),229584,229584,Round 2
181,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC,190540,214301,Round 2
182,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,ST(GIRL),550189,550189,Round 2
183,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG. (FW),Home State,OPEN (TF),45646,48967,Round 2
184,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,All India,BC,65864,65864,Round 2
185,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,All India,OPEN,42429,42429,Round 2
186,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,All India,SC,188280,188280,Round 2
187,Round 2,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC(GIRL),62795,69015,Round 2
1,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC(GIRL),448732,456472,Round 3
2,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN(AF),157522,157522,Round 3
3,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN GIRL,129237,146517,Round 3
4,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,OPEN,126754,133314,Round 3
5,Round 3,"Harcourt Butler Technical University, Kanpur",FOOD TECHNOLOGY,Home State,SC,445613,506234,Round 3
6,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,All India,OPEN,83470,83470,Round 3
7,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC(AF),145144,145144,Round 3
8,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC(GIRL),124753,124753,Round 3
9,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,BC,118228,124072,Round 3
10,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,EWS,101473,102363,Round 3
11,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN(AF),124759,124759,Round 3
12,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN GIRL,101346,111801,Round 3
13,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,OPEN,91147,99192,Round 3
14,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY,Home State,SC,339318,406742,Round 3
15,Round 3,"Harcourt Butler Technical University, Kanpur",PAINT TECHNOLOGY (FW),Home State,OPEN (TF),89432,98587,Round 3
16,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,BC,118208,118208,Round 3
17,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,OPEN,60156,60156,Round 3
18,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(AF),124682,124682,Round 3
19,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(GIRL),97285,97285,Round 3
20,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC,87514,96701,Round 3
21,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS(GIRL),90020,90020,Round 3
22,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS,83493,87896,Round 3
23,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN GIRL,85605,89980,Round 3
24,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN,75257,81374,Round 3
25,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC(GIRL),331520,331520,Round 3
26,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC,282236,297809,Round 3
27,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,ST,692675,692675,Round 3
28,Round 3,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG. (FW),Home State,OPEN (TF),74821,76190,Round 3
29,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,BC,65864,65864,Round 3
30,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,OPEN,38255,38255,Round 3
31,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC,41674,41674,Round 3
32,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS(GIRL),41440,41440,Round 3
33,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS,33190,33841,Round 3
34,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN,26551,26851,Round 3
35,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(AF),402160,402160,Round 3
36,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(GIRL),189150,189150,Round 3
37,Round 3,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC,135541,135541,Round 3
